objid,ra,dec,gflux,rflux
1237662534362464489,242.447876147428,8.21330912699096,3.863209,22.26488
1237662534362465068,242.38174082184,8.30670982354761,2.628013,16.35273
1237662636913329802,242.320881534447,8.13132417218657,2.761258,13.22709
1237668348147991406,242.306239167832,8.40871176293097,3.003409,19.00809
1237662199363601760,242.064475029774,7.07804136273792,5.081325,27.8099
1237661950279287304,242.137553660285,7.09024552292061,2.711775,17.51128
1237662199363600512,242.006776387877,7.08211213862449,12.16975,53.66669
1237662199900406453,241.930343023432,7.52832451127592,18.83601,62.12251
1237662636376392104,241.978161737251,7.70860266811431,41.56567,128.4015
1237662636376393138,242.07501961629,7.81554994568037,1.950076,16.1133
1237662199363470187,241.721699504482,7.03959796988814,2.853881,17.75546
1237661950279090600,241.733737185096,7.21246355199863,4.179338,18.88237
1237662636376261254,241.665502198751,7.76558522049606,7.322616,34.87873
1237662200437277074,242.03603086223,7.94140806997112,17.57813,66.75533
1237662636913263021,242.085061627028,8.08713440119404,5.990687,17.19488
1237662200437276937,241.954393940746,7.95050501774995,4.553708,27.35203
1237662636913263149,242.034794074734,8.17141925069043,18.36818,61.48032
1237662636913197690,241.970851023346,8.16589779257029,5.505109,21.12129
1237662636913132126,241.884280438689,8.28426185489203,15.19904,59.78003
1237662534362268532,241.945905697536,8.37007338671255,3.190282,13.47969
1237661951352832757,241.80740383689,8.03955420515059,2.838763,16.40172
1237662636376261951,241.763923658045,7.90703340365032,2.994855,17.91996
1237662636913132237,241.753823501518,8.25580225207594,3.50803,18.28698
1237661950815896073,241.630121940866,7.65199230394399,8.545528,35.39534
1237661950815896114,241.600042069629,7.74221154268099,3.553115,19.89008
1237662636913067141,241.649129376627,8.22539932367307,2.081925,13.64561
1237662636913066083,241.657009705542,8.27485596313372,2.400052,13.92736
1237662635839260086,241.361282316702,7.37038941755063,1.576912,13.86745
1237662199900144948,241.373351106991,7.61351981762857,1.818716,13.30283
1237662636376195716,241.505454764392,7.81833747396857,3.670354,18.73482
1237662636376195617,241.522419020134,7.85313929234576,7.679893,30.44381
1237662200437080297,241.512129632829,7.99200364388789,6.088737,25.50922
1237662534362071588,241.566420541186,8.54159666542201,11.26955,42.67722
1237661950278828261,241.129343096538,7.36314359891891,27.60469,73.35068
1237662199900078784,241.195232472938,7.65306800568658,5.167809,28.12963
1237662635839128197,241.023288038966,7.60344732396658,3.192066,16.52716
1237662636912935433,241.297275810366,8.33161027154484,17.3899,62.39871
1237662636912869991,241.270316186441,8.31822164229072,5.920176,28.07641
1237662534361940214,241.284471347071,8.5189278735651,6.195114,26.82675
1237662636912804446,241.112039521506,8.4674102703721,8.4853,39.25982
1237662637449675139,241.126573132362,8.88042728074696,9.305296,37.90143
1237662637449675158,241.097255491648,8.72734858129495,15.14785,64.83601
1237668332037211116,241.333345628986,9.86584144503762,2.312364,17.94234
1237662637449806497,241.490418993158,8.67580502578952,8.561646,29.50873
1237662637986611771,241.429168829311,9.09650452419018,3.490849,17.4498
1237662637986677361,241.553295735185,9.23590158937361,5.270698,28.97839
1237668349221339500,241.588470573339,9.42966275482626,77.44185,196.6828
1237662637986677462,241.601136109259,9.05652715655046,3.446687,19.1789
1237668330963665844,241.521636077589,8.85241940645723,2.437829,14.06658
1237662637449872093,241.543003103433,8.6460759859732,2.886284,18.86449
